,index,timestamp,address,sens1,sens2,sens3,sens4
14063,25463,16.59999990463257, John/eeg, 963.406593407, 854.212454212, 867.509157509, 890.879120879
14085,25485,16.602999925613403, John/eeg, 987.582417582, 861.062271062, 867.509157509, 875.567765568
14087,25487,16.602999925613403, John/eeg, 986.373626374, 860.256410256, 868.315018315, 894.102564103
14089,25489,16.602999925613403, John/eeg, 973.076923077, 855.824175824, 871.135531136, 898.534798535
14097,25497,16.618000030517578, John/eeg, 990.402930403, 855.824175824, 869.120879121, 898.131868132
14099,25499,16.61899995803833, John/eeg, 1016.996337, 860.659340659, 867.509157509, 915.054945055
14101,25501,16.61899995803833, John/eeg, 1008.93772894, 861.868131868, 863.076923077, 909.413919414
14103,25503,16.61899995803833, John/eeg, 983.15018315, 863.47985348, 857.435897436, 900.952380952
14105,25505,16.619999885559082, John/eeg, 972.673992674, 865.897435897, 863.076923077, 904.175824176
14107,25507,16.619999885559082, John/eeg, 998.058608059, 862.673992674, 863.882783883, 888.864468864
14109,25509,16.619999885559082, John/eeg, 1027.87545788, 861.062271062, 857.838827839, 877.179487179
14111,25511,16.619999885559082, John/eeg, 1025.45787546, 860.659340659, 863.882783883, 884.029304029
14113,25513,16.621000051498413, John/eeg, 1002.08791209, 861.868131868, 870.732600733, 890.879120879
14115,25515,16.621000051498413, John/eeg, 959.78021978, 865.091575092, 869.523809524, 891.684981685
14117,25517,16.621000051498413, John/eeg, 940.036630037, 861.868131868, 863.47985348, 902.564102564
14119,25519,16.621000051498413, John/eeg, 954.542124542, 857.435897436, 864.285714286, 896.923076923
14121,25521,16.639999866485596, John/eeg, 961.391941392, 854.615384615, 868.717948718, 898.534798535
14123,25523,16.639999866485596, John/eeg, 965.421245421, 856.227106227, 865.494505495, 901.355311355
14125,25525,16.639999866485596, John/eeg, 976.703296703, 853.80952381, 861.868131868, 888.864468864
14127,25527,16.641000032424927, John/eeg, 989.194139194, 853.80952381, 865.897435897, 888.058608059
14129,25529,16.641000032424927, John/eeg, 996.84981685, 856.63003663, 869.120879121, 880.805860806
14131,25531,16.641000032424927, John/eeg, 1002.08791209, 855.018315018, 866.703296703, 888.461538462
14133,25533,16.64199995994568, John/eeg, 1030.6959707, 857.435897436, 864.285714286, 909.010989011
14135,25535,16.64199995994568, John/eeg, 1051.24542125, 860.659340659, 861.062271062, 907.802197802
14137,25537,16.64199995994568, John/eeg, 1033.91941392, 861.062271062, 853.003663004, 887.655677656
14139,25539,16.64299988746643, John/eeg, 1035.93406593, 857.435897436, 860.256410256, 887.655677656
14141,25541,16.64299988746643, John/eeg, 1019.41391941, 852.197802198, 871.941391941, 893.6996337
14163,25563,16.645999908447266, John/eeg, 997.655677656, 854.212454212, 873.15018315, 898.534798535
14171,25571,16.723999977111816, John/eeg, 963.003663004, 855.421245421, 868.717948718, 908.608058608
14173,25573,16.72499990463257, John/eeg, 953.333333333, 856.227106227, 861.868131868, 911.428571429
14175,25575,16.72499990463257, John/eeg, 995.238095238, 859.450549451, 862.271062271, 907.399267399
14177,25577,16.72499990463257, John/eeg, 997.252747253, 859.047619048, 869.926739927, 909.816849817
14179,25579,16.72599983215332, John/eeg, 990.805860806, 858.644688645, 872.747252747, 917.06959707
14181,25581,16.72599983215332, John/eeg, 1018.60805861, 859.047619048, 869.926739927, 912.234432234
14183,25583,16.72699999809265, John/eeg, 1037.54578755, 860.659340659, 860.659340659, 898.937728938
14185,25585,16.72699999809265, John/eeg, 1024.24908425, 857.435897436, 856.227106227, 894.102564103
14187,25587,16.72699999809265, John/eeg, 990.805860806, 852.600732601, 866.703296703, 906.19047619
14189,25589,16.727999925613403, John/eeg, 997.252747253, 851.794871795, 872.344322344, 911.428571429
14191,25591,16.727999925613403, John/eeg, 1029.08424908, 852.600732601, 869.120879121, 918.278388278
14193,25593,16.727999925613403, John/eeg, 1000.47619048, 850.183150183, 859.047619048, 919.487179487
14201,25601,16.744999885559082, John/eeg, 971.868131868, 849.377289377, 855.824175824, 904.175824176
14203,25603,16.744999885559082, John/eeg, 982.747252747, 854.212454212, 861.868131868, 895.311355311
14205,25605,16.744999885559082, John/eeg, 1006.11721612, 857.032967033, 864.285714286, 889.267399267
14207,25607,16.746000051498413, John/eeg, 1002.49084249, 857.838827839, 861.868131868, 898.131868132
14209,25609,16.746000051498413, John/eeg, 1004.90842491, 855.421245421, 857.032967033, 906.19047619
14211,25611,16.746000051498413, John/eeg, 1019.01098901, 848.974358974, 853.80952381, 893.6996337
14213,25613,16.746000051498413, John/eeg, 1009.74358974, 845.347985348, 855.421245421, 898.131868132
14215,25615,16.746999979019165, John/eeg, 1017.8021978, 850.183150183, 858.241758242, 914.652014652
14217,25617,16.746999979019165, John/eeg, 1035.12820513, 850.183150183, 857.838827839, 911.428571429
14219,25619,16.746999979019165, John/eeg, 1010.14652015, 846.153846154, 859.047619048, 905.787545788
14221,25621,16.746999979019165, John/eeg, 989.597069597, 845.750915751, 856.227106227, 899.743589744
14223,25623,16.747999906539917, John/eeg, 995.238095238, 845.750915751, 846.153846154, 890.073260073
14237,25637,16.805999994277954, John/eeg, 985.970695971, 845.750915751, 839.304029304, 887.655677656
14259,25659,16.80999994277954, John/eeg, 985.567765568, 850.183150183, 841.721611722, 894.102564103
14261,25661,16.80999994277954, John/eeg, 991.611721612, 853.406593407, 842.527472527, 900.549450549
14263,25663,16.80999994277954, John/eeg, 986.776556777, 853.80952381, 847.362637363, 902.161172161
14265,25665,16.810999870300293, John/eeg, 1002.89377289, 859.853479853, 856.227106227, 916.666666667
14267,25667,16.810999870300293, John/eeg, 1036.73992674, 868.717948718, 854.615384615, 918.278388278
14269,25669,16.810999870300293, John/eeg, 1056.88644689, 879.194139194, 865.897435897, 929.157509158
14271,25671,16.812000036239624, John/eeg, 1033.51648352, 881.611721612, 882.417582418, 936.007326007
14273,25673,16.812000036239624, John/eeg, 1023.44322344, 881.611721612, 887.252747253, 932.380952381
14275,25675,16.812000036239624, John/eeg, 1037.54578755, 883.626373626, 890.476190476, 926.336996337
14277,25677,16.812999963760376, John/eeg, 1016.59340659, 886.446886447, 889.267399267, 927.545787546
14279,25679,16.812999963760376, John/eeg, 1019.81684982, 887.655677656, 893.6996337, 923.516483516
14287,25687,16.868000030517578, John/eeg, 1046.81318681, 883.223443223, 898.131868132, 899.743589744
14289,25689,16.868000030517578, John/eeg, 1034.72527473, 881.208791209, 893.296703297, 900.146520147
14291,25691,16.868000030517578, John/eeg, 1014.17582418, 874.358974359, 891.684981685, 923.919413919
14293,25693,16.86899995803833, John/eeg, 991.611721612, 864.285714286, 883.626373626, 912.234432234
14295,25695,16.86899995803833, John/eeg, 978.717948718, 866.703296703, 888.058608059, 902.564102564
14297,25697,16.86899995803833, John/eeg, 984.761904762, 867.106227106, 896.52014652, 904.578754579
14299,25699,16.86899995803833, John/eeg, 977.912087912, 862.271062271, 884.029304029, 910.21978022
14301,25701,16.869999885559082, John/eeg, 984.358974359, 861.062271062, 879.194139194, 915.457875458
14303,25703,16.869999885559082, John/eeg, 978.315018315, 862.271062271, 882.417582418, 899.340659341
14305,25705,16.869999885559082, John/eeg, 949.304029304, 865.897435897, 882.014652015, 898.131868132
14307,25707,16.869999885559082, John/eeg, 961.391941392, 865.494505495, 881.208791209, 897.326007326
14309,25709,16.871000051498413, John/eeg, 980.732600733, 867.106227106, 884.029304029, 893.296703297
14317,25717,16.908999919891357, John/eeg, 1000.07326007, 868.717948718, 884.432234432, 899.743589744
14319,25719,16.90999984741211, John/eeg, 1006.52014652, 864.285714286, 880.402930403, 900.952380952
14321,25721,16.90999984741211, John/eeg, 983.956043956, 859.450549451, 882.820512821, 898.131868132
14343,25743,16.912999868392944, John/eeg, 967.838827839, 858.644688645, 880.0, 907.802197802
14345,25745,16.912999868392944, John/eeg, 975.091575092, 860.256410256, 869.926739927, 909.010989011
14347,25747,16.912999868392944, John/eeg, 979.120879121, 861.465201465, 865.897435897, 894.102564103
14349,25749,16.914000034332275, John/eeg, 978.717948718, 857.435897436, 865.494505495, 887.252747253
14351,25751,16.914000034332275, John/eeg, 974.285714286, 853.003663004, 866.3003663, 901.355311355
14353,25753,16.914000034332275, John/eeg, 958.168498168, 856.63003663, 867.106227106, 906.19047619
14355,25755,16.914000034332275, John/eeg, 961.794871795, 858.241758242, 865.897435897, 904.175824176
14357,25757,16.914999961853027, John/eeg, 981.135531136, 857.838827839, 867.509157509, 906.996336996
14359,25759,16.914999961853027, John/eeg, 998.461538462, 857.838827839, 865.494505495, 905.787545788
14361,25761,16.930999994277954, John/eeg, 995.641025641, 850.183150183, 856.63003663, 904.578754579
14363,25763,16.931999921798706, John/eeg, 975.091575092, 847.765567766, 861.062271062, 897.728937729
14365,25765,16.931999921798706, John/eeg, 973.882783883, 848.168498168, 863.882783883, 898.534798535
14367,25767,16.931999921798706, John/eeg, 967.838827839, 851.391941392, 863.882783883, 907.399267399
14369,25769,16.931999921798706, John/eeg, 948.498168498, 861.062271062, 867.509157509, 919.487179487
14371,25771,16.932999849319458, John/eeg, 956.153846154, 860.659340659, 859.450549451, 899.743589744
14373,25773,16.932999849319458, John/eeg, 969.853479853, 858.241758242, 859.450549451, 893.296703297
14375,25775,16.932999849319458, John/eeg, 966.63003663, 853.80952381, 861.062271062, 907.399267399
14377,25777,16.93400001525879, John/eeg, 974.285714286, 850.586080586, 857.032967033, 906.19047619
14379,25779,16.93400001525879, John/eeg, 985.970695971, 849.78021978, 853.003663004, 901.355311355
14381,25781,16.93400001525879, John/eeg, 979.120879121, 849.78021978, 858.644688645, 896.923076923
14383,25783,16.93400001525879, John/eeg, 977.509157509, 850.989010989, 865.091575092, 892.490842491
14397,25797,17.013000011444092, John/eeg, 981.941391941, 847.362637363, 857.032967033, 884.432234432
14399,25799,17.013999938964844, John/eeg, 966.227106227, 848.571428571, 856.227106227, 884.029304029
14401,25801,17.013999938964844, John/eeg, 948.901098901, 844.139194139, 847.765567766, 903.772893773
14403,25803,17.013999938964844, John/eeg, 958.168498168, 840.512820513, 834.468864469, 898.937728938
14405,25805,17.013999938964844, John/eeg, 990.805860806, 845.347985348, 849.377289377, 870.32967033
14427,25827,17.01699995994568, John/eeg, 976.3003663, 844.542124542, 870.732600733, 869.926739927
14429,25829,17.01799988746643, John/eeg, 952.124542125, 844.542124542, 870.32967033, 891.282051282
14431,25831,17.01799988746643, John/eeg, 973.47985348, 849.377289377, 864.285714286, 900.952380952
14433,25833,17.01900005340576, John/eeg, 981.538461538, 846.153846154, 864.688644689, 896.52014652
14435,25835,17.01900005340576, John/eeg, 965.421245421, 843.736263736, 858.644688645, 897.326007326
14437,25837,17.01900005340576, John/eeg, 981.135531136, 849.377289377, 856.227106227, 898.937728938
14439,25839,17.01900005340576, John/eeg, 998.058608059, 848.974358974, 864.285714286, 900.549450549
14447,25847,17.09599995613098, John/eeg, 997.655677656, 846.153846154, 865.494505495, 904.175824176
14449,25849,17.096999883651733, John/eeg, 1011.75824176, 848.168498168, 865.494505495, 901.758241758
14451,25851,17.096999883651733, John/eeg, 985.164835165, 846.95970696, 865.091575092, 896.52014652
14453,25853,17.096999883651733, John/eeg, 964.615384615, 843.736263736, 860.256410256, 889.267399267
14455,25855,17.096999883651733, John/eeg, 983.15018315, 844.945054945, 862.673992674, 874.761904762
14457,25857,17.098000049591064, John/eeg, 971.868131868, 844.542124542, 867.509157509, 872.747252747
14459,25859,17.098000049591064, John/eeg, 977.106227106, 845.750915751, 866.703296703, 868.315018315
14461,25861,17.098000049591064, John/eeg, 987.582417582, 846.556776557, 856.227106227, 857.032967033
14463,25863,17.098000049591064, John/eeg, 984.761904762, 846.556776557, 852.600732601, 853.003663004
14465,25865,17.098999977111816, John/eeg, 1012.56410256, 851.391941392, 867.106227106, 857.032967033
14467,25867,17.098999977111816, John/eeg, 1030.6959707, 854.212454212, 872.344322344, 865.091575092
14469,25869,17.098999977111816, John/eeg, 997.252747253, 851.794871795, 869.523809524, 862.673992674
14477,25877,17.118000030517578, John/eeg, 989.597069597, 852.197802198, 858.241758242, 871.135531136
14479,25879,17.118000030517578, John/eeg, 1006.92307692, 853.003663004, 841.318681319, 883.626373626
14481,25881,17.118000030517578, John/eeg, 978.315018315, 849.78021978, 851.794871795, 883.223443223
14483,25883,17.11899995803833, John/eeg, 954.542124542, 851.794871795, 863.076923077, 875.164835165
14485,25885,17.11899995803833, John/eeg, 961.391941392, 855.421245421, 862.271062271, 866.703296703
14487,25887,17.11899995803833, John/eeg, 969.047619048, 853.80952381, 870.32967033, 880.402930403
14489,25889,17.119999885559082, John/eeg, 968.644688645, 846.95970696, 867.509157509, 896.52014652
14511,25911,17.121999979019165, John/eeg, 980.32967033, 854.615384615, 858.644688645, 883.626373626
